# T [GeV]  P/T^4
5.94449020e-01  4.25923847e+00
5.95194152e-01  4.26061072e+00
5.95939297e-01  4.26197870e+00
5.96684455e-01  4.26334239e+00
5.97429625e-01  4.26470186e+00
5.98174808e-01  4.26605709e+00
5.98920004e-01  4.26740811e+00
5.99665212e-01  4.26875494e+00
6.00410433e-01  4.27009759e+00
6.01155666e-01  4.27143610e+00
6.01900912e-01  4.27277045e+00
6.02646170e-01  4.27410068e+00
6.03391440e-01  4.27542684e+00
6.04136722e-01  4.27674890e+00
6.04882016e-01  4.27806691e+00
6.05627323e-01  4.27938084e+00
6.06372641e-01  4.28069078e+00
6.07117971e-01  4.28199670e+00
6.07863314e-01  4.28329859e+00
6.08608668e-01  4.28459653e+00
6.09354033e-01  4.28589053e+00
6.10099411e-01  4.28718055e+00
6.10844800e-01  4.28846666e+00
6.11590201e-01  4.28974886e+00
6.12335613e-01  4.29102717e+00
6.13081036e-01  4.29230163e+00
6.13826472e-01  4.29357218e+00
6.14571918e-01  4.29483893e+00
6.15317376e-01  4.29610183e+00
6.16062845e-01  4.29736093e+00
6.16808325e-01  4.29861625e+00
6.17553816e-01  4.29986779e+00
6.18299319e-01  4.30111555e+00
6.19044832e-01  4.30235959e+00
6.19790357e-01  4.30359987e+00
6.20535892e-01  4.30483647e+00
6.21281439e-01  4.30606934e+00
6.22026996e-01  4.30729855e+00
6.22772564e-01  4.30852410e+00
6.23518142e-01  4.30974601e+00
6.24263732e-01  4.31096425e+00
6.25009332e-01  4.31217889e+00
6.25754942e-01  4.31338994e+00
6.26500563e-01  4.31459739e+00
6.27246195e-01  4.31580125e+00
6.27991837e-01  4.31700157e+00
6.28737489e-01  4.31819836e+00
6.29483152e-01  4.31939159e+00
6.30228825e-01  4.32058132e+00
6.30974508e-01  4.32176756e+00
6.31720202e-01  4.32295029e+00
6.32465905e-01  4.32412958e+00
6.33211619e-01  4.32530540e+00
6.33957343e-01  4.32647778e+00
6.34703076e-01  4.32764675e+00
6.35448820e-01  4.32881229e+00
6.36194574e-01  4.32997442e+00
6.36940337e-01  4.33113319e+00
6.37686110e-01  4.33228859e+00
6.38431893e-01  4.33344063e+00
6.39177686e-01  4.33458932e+00
6.39923489e-01  4.33573467e+00
6.40669301e-01  4.33687672e+00
6.41415123e-01  4.33801547e+00
6.42160954e-01  4.33915094e+00
6.42906795e-01  4.34028312e+00
6.43652645e-01  4.34141206e+00
6.44398505e-01  4.34253774e+00
6.45144374e-01  4.34366018e+00
6.45890252e-01  4.34477943e+00
6.46636140e-01  4.34589544e+00
6.47382037e-01  4.34700827e+00
6.48127943e-01  4.34811792e+00
6.48873858e-01  4.34922443e+00
6.49619783e-01  4.35032775e+00
6.50365716e-01  4.35142792e+00
6.51111659e-01  4.35252498e+00
6.51857611e-01  4.35361888e+00
6.52603571e-01  4.35470973e+00
6.53349541e-01  4.35579748e+00
6.54095519e-01  4.35688215e+00
6.54841507e-01  4.35796372e+00
6.55587503e-01  4.35904228e+00
6.56333508e-01  4.36011778e+00
6.57079521e-01  4.36119028e+00
6.57825544e-01  4.36225969e+00
6.58571575e-01  4.36332614e+00
6.59317615e-01  4.36438961e+00
6.60063663e-01  4.36545008e+00
6.60809720e-01  4.36650761e+00
6.61555785e-01  4.36756214e+00
6.62301859e-01  4.36861373e+00
6.63047941e-01  4.36966244e+00
6.63794032e-01  4.37070816e+00
6.64540131e-01  4.37175100e+00
6.65286238e-01  4.37279096e+00
6.66032354e-01  4.37382801e+00
6.66778478e-01  4.37486218e+00
6.67524610e-01  4.37589349e+00
6.68270750e-01  4.37692196e+00
6.69016899e-01  4.37794758e+00
6.69763055e-01  4.37897038e+00
6.70509220e-01  4.37999033e+00
6.71255393e-01  4.38100749e+00
6.72001573e-01  4.38202186e+00
6.72747762e-01  4.38303344e+00
6.73493959e-01  4.38404223e+00
6.74240164e-01  4.38504826e+00
6.74986376e-01  4.38605156e+00
6.75732596e-01  4.38705212e+00
6.76478825e-01  4.38804992e+00
6.77225061e-01  4.38904500e+00
6.77971304e-01  4.39003741e+00
6.78717556e-01  4.39102708e+00
6.79463815e-01  4.39201405e+00
6.80210082e-01  4.39299838e+00
6.80956356e-01  4.39398004e+00
6.81702638e-01  4.39495901e+00
6.82448928e-01  4.39593534e+00
6.83195225e-01  4.39690903e+00
6.83941529e-01  4.39788014e+00
6.84687841e-01  4.39884861e+00
6.85434161e-01  4.39981445e+00
6.86180488e-01  4.40077770e+00
6.86926822e-01  4.40173837e+00
6.87673164e-01  4.40269645e+00
6.88419513e-01  4.40365197e+00
6.89165869e-01  4.40460494e+00
6.89912232e-01  4.40555538e+00
6.90658603e-01  4.40650326e+00
6.91404981e-01  4.40744863e+00
6.92151366e-01  4.40839144e+00
6.92897758e-01  4.40933177e+00
6.93644158e-01  4.41026961e+00
6.94390564e-01  4.41120496e+00
6.95136978e-01  4.41213781e+00
6.95883398e-01  4.41306820e+00
6.96629826e-01  4.41399613e+00
6.97376260e-01  4.41492161e+00
6.98122702e-01  4.41584465e+00
6.98869150e-01  4.41676526e+00
6.99615605e-01  4.41768343e+00
7.00362067e-01  4.41859920e+00
7.01108536e-01  4.41951258e+00
7.01855012e-01  4.42042353e+00
7.02601494e-01  4.42133213e+00
7.03347983e-01  4.42223831e+00
7.04094479e-01  4.42314214e+00
7.04840982e-01  4.42404359e+00
7.05587491e-01  4.42494272e+00
7.06334007e-01  4.42583949e+00
7.07080530e-01  4.42673392e+00
7.07827059e-01  4.42762606e+00
7.08573595e-01  4.42851584e+00
7.09320137e-01  4.42940334e+00
7.10066686e-01  4.43028855e+00
7.10813241e-01  4.43117146e+00
7.11559803e-01  4.43205205e+00
7.12306371e-01  4.43293042e+00
7.13052946e-01  4.43380648e+00
7.13799527e-01  4.43468031e+00
7.14546114e-01  4.43555188e+00
7.15292708e-01  4.43642121e+00
7.16039308e-01  4.43728833e+00
7.16785914e-01  4.43815321e+00
7.17532526e-01  4.43901589e+00
7.18279145e-01  4.43987635e+00
7.19025770e-01  4.44073458e+00
7.19772401e-01  4.44159067e+00
7.20519039e-01  4.44244455e+00
7.21265682e-01  4.44329626e+00
7.22012332e-01  4.44414580e+00
7.22758988e-01  4.44499316e+00
7.23505649e-01  4.44583844e+00
7.24252317e-01  4.44668153e+00
7.24998991e-01  4.44752247e+00
7.25745671e-01  4.44836129e+00
7.26492357e-01  4.44919799e+00
7.27239049e-01  4.45003259e+00
7.27985747e-01  4.45086508e+00
7.28732450e-01  4.45169550e+00
7.29479160e-01  4.45252378e+00
7.30225875e-01  4.45335002e+00
7.30972597e-01  4.45417417e+00
7.31719324e-01  4.45499626e+00
7.32466057e-01  4.45581626e+00
7.33212795e-01  4.45663428e+00
7.33959540e-01  4.45745019e+00
7.34706290e-01  4.45826407e+00
7.35453046e-01  4.45907596e+00
7.36199808e-01  4.45988578e+00
7.36946575e-01  4.46069361e+00
7.37693348e-01  4.46149943e+00
7.38440127e-01  4.46230324e+00
7.39186911e-01  4.46310508e+00
7.39933701e-01  4.46390491e+00
7.40680496e-01  4.46470280e+00
7.41427297e-01  4.46549867e+00
7.42174104e-01  4.46629259e+00
7.42920916e-01  4.46708455e+00
7.43667733e-01  4.46787458e+00
7.44414556e-01  4.46866267e+00
7.45161385e-01  4.46944877e+00
7.45908218e-01  4.47023300e+00
7.46655058e-01  4.47101527e+00
7.47401902e-01  4.47179564e+00
7.48148752e-01  4.47257412e+00
7.48895608e-01  4.47335063e+00
7.49642468e-01  4.47412533e+00
7.50389335e-01  4.47489806e+00
7.51136206e-01  4.47566896e+00
7.51883082e-01  4.47643799e+00
7.52629964e-01  4.47720510e+00
7.53376851e-01  4.47797039e+00
7.54123744e-01  4.47873379e+00
7.54870641e-01  4.47949537e+00
7.55617544e-01  4.48025508e+00
7.56364452e-01  4.48101297e+00
7.57111365e-01  4.48176904e+00
7.57858283e-01  4.48252326e+00
7.58605206e-01  4.48327568e+00
7.59352135e-01  4.48402627e+00
7.60099068e-01  4.48477510e+00
7.60846006e-01  4.48552210e+00
7.61592950e-01  4.48626729e+00
7.62339898e-01  4.48701072e+00
7.63086852e-01  4.48775237e+00
7.63833810e-01  4.48849224e+00
7.64580774e-01  4.48923033e+00
7.65327742e-01  4.48996666e+00
7.66074716e-01  4.49070123e+00
7.66821694e-01  4.49143406e+00
7.67568677e-01  4.49216515e+00
7.68315665e-01  4.49289450e+00
7.69062658e-01  4.49362212e+00
7.69809656e-01  4.49434802e+00
7.70556658e-01  4.49507220e+00
7.71303666e-01  4.49579464e+00
7.72050678e-01  4.49651539e+00
7.72797695e-01  4.49723445e+00
7.73544716e-01  4.49795182e+00
7.74291743e-01  4.49866746e+00
7.75038774e-01  4.49938144e+00
7.75785810e-01  4.50009373e+00
7.76532850e-01  4.50080437e+00
7.77279896e-01  4.50151332e+00
7.78026946e-01  4.50222061e+00
7.78774000e-01  4.50292626e+00
7.79521059e-01  4.50363026e+00
7.80268123e-01  4.50433258e+00
7.81015191e-01  4.50503331e+00
7.81762264e-01  4.50573238e+00
7.82509342e-01  4.50642980e+00
7.83256424e-01  4.50712561e+00
7.84003511e-01  4.50781982e+00
7.84750602e-01  4.50851242e+00
7.85497698e-01  4.50920339e+00
7.86244798e-01  4.50989277e+00
7.86991902e-01  4.51058056e+00
7.87739011e-01  4.51126676e+00
7.88486125e-01  4.51195137e+00
7.89233243e-01  4.51263439e+00
7.89980365e-01  4.51331586e+00
7.90727492e-01  4.51399574e+00
7.91474623e-01  4.51467407e+00
7.92221759e-01  4.51535082e+00
7.92968899e-01  4.51602601e+00
7.93716043e-01  4.51669969e+00
7.94463192e-01  4.51737180e+00
7.95210344e-01  4.51804240e+00
7.95957502e-01  4.51871143e+00
7.96704663e-01  4.51937895e+00
7.97451829e-01  4.52004495e+00
7.98198999e-01  4.52070942e+00
7.98946173e-01  4.52137238e+00
7.99693351e-01  4.52203386e+00
8.00440534e-01  4.52269381e+00
8.01187721e-01  4.52335226e+00
8.01934912e-01  4.52400922e+00
8.02682107e-01  4.52466471e+00
8.03429307e-01  4.52531868e+00
8.04176510e-01  4.52597120e+00
8.04923718e-01  4.52662223e+00
8.05670929e-01  4.52727182e+00
8.06418145e-01  4.52791994e+00
8.07165365e-01  4.52856657e+00
8.07912589e-01  4.52921177e+00
8.08659817e-01  4.52985553e+00
8.09407049e-01  4.53049782e+00
8.10154286e-01  4.53113867e+00
8.10901526e-01  4.53177809e+00
8.11648770e-01  4.53241609e+00
8.12396018e-01  4.53305267e+00
8.13143270e-01  4.53368783e+00
8.13890527e-01  4.53432153e+00
8.14637787e-01  4.53495385e+00
8.15385051e-01  4.53558476e+00
8.16132319e-01  4.53621427e+00
8.16879591e-01  4.53684239e+00
8.17626866e-01  4.53746911e+00
8.18374146e-01  4.53809443e+00
8.19121430e-01  4.53871837e+00
8.19868717e-01  4.53934093e+00
8.20616009e-01  4.53996210e+00
8.21363304e-01  4.54058192e+00
8.22110603e-01  4.54120035e+00
8.22857905e-01  4.54181746e+00
8.23605212e-01  4.54243317e+00
8.24352523e-01  4.54304753e+00
8.25099837e-01  4.54366056e+00
8.25847155e-01  4.54427223e+00
8.26594476e-01  4.54488258e+00
8.27341802e-01  4.54549156e+00
8.28089131e-01  4.54609924e+00
8.28836464e-01  4.54670556e+00
8.29583801e-01  4.54731056e+00
8.30331141e-01  4.54791426e+00
8.31078485e-01  4.54851664e+00
8.31825833e-01  4.54911770e+00
8.32573184e-01  4.54971745e+00
8.33320539e-01  4.55031590e+00
8.34067898e-01  4.55091305e+00
8.34815260e-01  4.55150892e+00
8.35562626e-01  4.55210348e+00
8.36309996e-01  4.55269675e+00
8.37057369e-01  4.55328876e+00
8.37804746e-01  4.55387947e+00
8.38552126e-01  4.55446892e+00
8.39299510e-01  4.55505708e+00
8.40046897e-01  4.55564399e+00
8.40794288e-01  4.55622964e+00
8.41541683e-01  4.55681400e+00
8.42289081e-01  4.55739713e+00
8.43036482e-01  4.55797902e+00
8.43783887e-01  4.55855966e+00
8.44531296e-01  4.55913903e+00
8.45278708e-01  4.55971717e+00
8.46026123e-01  4.56029409e+00
8.46773542e-01  4.56086977e+00
8.47520964e-01  4.56144422e+00
8.48268390e-01  4.56201745e+00
8.49015819e-01  4.56258946e+00
8.49763252e-01  4.56316023e+00
8.50510688e-01  4.56372982e+00
8.51258127e-01  4.56429819e+00
8.52005570e-01  4.56486535e+00
8.52753016e-01  4.56543132e+00
8.53500466e-01  4.56599607e+00
8.54247919e-01  4.56655964e+00
8.54995375e-01  4.56712202e+00
8.55742834e-01  4.56768322e+00
8.56490297e-01  4.56824324e+00
8.57237763e-01  4.56880207e+00
8.57985233e-01  4.56935972e+00
8.58732706e-01  4.56991618e+00
8.59480182e-01  4.57047150e+00
8.60227661e-01  4.57102565e+00
8.60975144e-01  4.57157863e+00
8.61722629e-01  4.57213048e+00
8.62470119e-01  4.57268113e+00
8.63217611e-01  4.57323066e+00
8.63965106e-01  4.57377905e+00
8.64712605e-01  4.57432627e+00
8.65460107e-01  4.57487236e+00
8.66207612e-01  4.57541732e+00
8.66955120e-01  4.57596114e+00
8.67702632e-01  4.57650382e+00
8.68450147e-01  4.57704539e+00
8.69197664e-01  4.57758584e+00
8.69945185e-01  4.57812516e+00
8.70692709e-01  4.57866337e+00
8.71440237e-01  4.57920044e+00
8.72187767e-01  4.57973644e+00
8.72935300e-01  4.58027131e+00
8.73682837e-01  4.58080508e+00
8.74430377e-01  4.58133774e+00
8.75177919e-01  4.58186934e+00
8.75925465e-01  4.58239981e+00
8.76673014e-01  4.58292920e+00
8.77420566e-01  4.58345750e+00
8.78168121e-01  4.58398473e+00
8.78915679e-01  4.58451087e+00
8.79663240e-01  4.58503594e+00
8.80410804e-01  4.58555993e+00
8.81158371e-01  4.58608285e+00
8.81905941e-01  4.58660471e+00
8.82653514e-01  4.58712549e+00
8.83401090e-01  4.58764522e+00
8.84148669e-01  4.58816390e+00
8.84896251e-01  4.58868151e+00
8.85643836e-01  4.58919808e+00
8.86391424e-01  4.58971358e+00
8.87139014e-01  4.59022808e+00
8.87886608e-01  4.59074150e+00
8.88634205e-01  4.59125389e+00
8.89381804e-01  4.59176526e+00
8.90129407e-01  4.59227556e+00
8.90877012e-01  4.59278486e+00
8.91624620e-01  4.59329314e+00
8.92372232e-01  4.59380035e+00
8.93119846e-01  4.59430657e+00
8.93867462e-01  4.59481180e+00
8.94615082e-01  4.59531597e+00
8.95362705e-01  4.59581914e+00
8.96110330e-01  4.59632132e+00
8.96857959e-01  4.59682247e+00
8.97605590e-01  4.59732262e+00
8.98353223e-01  4.59782179e+00
8.99100860e-01  4.59831995e+00
8.99848500e-01  4.59881711e+00
9.00596142e-01  4.59931329e+00
9.01343787e-01  4.59980848e+00
9.02091435e-01  4.60030268e+00
9.02839086e-01  4.60079589e+00
9.03586739e-01  4.60128813e+00
9.04334395e-01  4.60177939e+00
9.05082054e-01  4.60226968e+00
9.05829716e-01  4.60275899e+00
9.06577380e-01  4.60324734e+00
9.07325047e-01  4.60373472e+00
9.08072717e-01  4.60422114e+00
9.08820389e-01  4.60470661e+00
9.09568065e-01  4.60519109e+00
9.10315742e-01  4.60567465e+00
9.11063423e-01  4.60615724e+00
9.11811106e-01  4.60663889e+00
9.12558792e-01  4.60711958e+00
9.13306481e-01  4.60759933e+00
9.14054172e-01  4.60807815e+00
9.14801866e-01  4.60855602e+00
9.15549562e-01  4.60903297e+00
9.16297262e-01  4.60950895e+00
9.17044963e-01  4.60998405e+00
9.17792668e-01  4.61045819e+00
9.18540375e-01  4.61093141e+00
9.19288084e-01  4.61140373e+00
9.20035797e-01  4.61187509e+00
9.20783511e-01  4.61234558e+00
9.21531229e-01  4.61281510e+00
9.22278949e-01  4.61328375e+00
9.23026671e-01  4.61375148e+00
9.23774396e-01  4.61421831e+00
9.24522124e-01  4.61468422e+00
9.25269854e-01  4.61514923e+00
9.26017587e-01  4.61561335e+00
9.26765322e-01  4.61607658e+00
9.27513060e-01  4.61653890e+00
9.28260800e-01  4.61700034e+00
9.29008543e-01  4.61746088e+00
9.29756288e-01  4.61792054e+00
9.30504036e-01  4.61837932e+00
9.31251786e-01  4.61883722e+00
9.31999539e-01  4.61929424e+00
9.32747294e-01  4.61975038e+00
9.33495052e-01  4.62020564e+00
9.34242812e-01  4.62066004e+00
9.34990575e-01  4.62111355e+00
9.35738340e-01  4.62156621e+00
9.36486107e-01  4.62201802e+00
9.37233877e-01  4.62246895e+00
9.37981650e-01  4.62291901e+00
9.38729425e-01  4.62336822e+00
9.39477202e-01  4.62381658e+00
9.40224982e-01  4.62426409e+00
9.40972764e-01  4.62471075e+00
9.41720548e-01  4.62515657e+00
9.42468335e-01  4.62560153e+00
9.43216124e-01  4.62604566e+00
9.43963916e-01  4.62648894e+00
9.44711710e-01  4.62693138e+00
